aediles,58
aedine,7
aegis,6
aegises,58
aeneous,57
aeneus,6
aeolian,57
aeon,4
aeonian,57
aeonic,8
aeons,5
aerate,6
aerated,58
aerates,57
aerator,57
aerial,6
aerials,57
aerie,5
aeried,7
aerier,6
aeries,6
aeriest,57
aerify,12
aerily,9
aero,4
aerobe,8
aerobes,59
aerobia,59
aerobic,61
aerogel,58
aerosat,57
aerosol,57
aerugo,7
aerugos,58
aery,7
aether,9
aethers,60
afar,7
afars,8
afeard,10
afeared,61
aff,9
affable,65
affably,68
affair,12
affaire,63
affairs,63
affect,14
affects,65
affiant,63
affiche,68
affinal,63
affine,12
affined,64
affines,63
affirm,14
affirms,65
affix,18
affixal,70
affixed,71
affixer,70
affixes,70
afflict,65
afflux,19
afford,13
affords,64
affray,15
affrays,66
affront,63
afghan,13
afghani,64
afghans,64
afield,10
afire,8
aflame,11
afloat,9
afoot,8
afore,8
afoul,8
afraid,10
afreet,9
afreets,60
afresh,12
afrit,8
afrits,9
aft,6
after,8
afters,9
aftmost,62
aftosa,9
aftosas,60
ag,3
aga,4
again,6
against,58
agama,8
agamas,9
agamete,60
agamic,11
agamous,60
agapae,9
agapai,9
agape,8
agapeic,62
agar,5
agaric,9
agarics,60
agarose,58
agars,6
agas,5
agate,6
agates,7
agatize,67
agatoid,59
agave,9
agaves,10
agaze,15
age,4
aged,6
agedly,11
agee,5
ageing,8
ageings,59
ageism,9
ageisms,60
ageist,7
ageists,58
ageless,58
agelong,59
agency,12
agenda,8
agendas,59
agendum,61
agene,6
agenes,7
agenize,67
agent,6
agentry,61
agents,7
ager,5
agers,6
ages,5
aggadic,62
agger,7
aggers,8
aggie,7
aggies,8
aggrade,60
aggress,59
aggro,7
aggros,8
agha,8
aghas,9
aghast,10
agile,6
agilely,61
agility,61
agin,5
aging,7
agings,8
aginner,58
agio,5
agios,6
agism,8
agisms,9
agist,6
agisted,59
agists,7
agitate,58
agitato,58
aglare,7
agleam,9
aglee,6
aglet,6
aglets,7
agley,9
aglow,9
agly,8
aglycon,63
agma,7
agmas,8
agnail,7
agnails,58
agnate,7
agnates,58
agnatic,60
agnize,16
agnized,68
agnizes,67
agnomen,60
agnosia,58
ago,4
agog,6
agon,5
agonal,7
agone,6
agones,7
agonic,9
agonies,58
agonise,58
agonist,58
agonize,67
agons,6
agony,9
agora,6
agorae,7
agoras,7
agorot,7
agoroth,61
agouti,7
agoutis,58
agouty,10
agrafe,10
agrafes,61
agraffe,64
agrapha,63
agravic,63
agree,6
agreed,8
agrees,7
agria,6
agrias,7
aground,59
ague,5
agues,6
aguish,10
ah,5
aha,6
ahchoo,14
ahead,9
ahem,9
ahimsa,11
ahimsas,62
ahold,9
aholds,10
ahorse,9
ahoy,10
ahull,8
ai,2
aiblins,59
aid,4
aide,5
aided,7
aider,6
aiders,7
aides,6
aidful,10
aiding,8
aidless,58
aidman,9
aidmen,9
aids,5
aiglet,7
aiglets,58
aigret,7
aigrets,58
aikido,11
aikidos,62
ail,3
ailed,6
aileron,57
ailing,7
ailment,59
ails,4
aim,5
aimed,8
aimer,7
aimers,8
aimful,11
aiming,9
aimless,59
aims,6
ain,3
ains,4
ainsell,57
aioli,5
aiolis,6
air,3
airboat,59
airbus,8
aircrew,62
airdate,58
airdrop,60
aired,6
airer,5
airers,6
airest,6
airfare,60
airflow,63
airfoil,60
airglow,61
airhead,61
airhole,60
airier,6
airiest,57
airily,9
airing,7
airings,58
airless,57
airlift,60
airlike,61
airline,57
airmail,59
airman,8
airmen,8
airn,4
airns,5
airpark,63
airplay,62
airport,59
airpost,59
airs,4
airshed,61
airship,62
airsick,63
airt,4
airted,7
airth,8
airthed,61
airths,9
airtime,59
airting,58
airts,5
airward,61
airwave,63
airway,12
airways,63
airwise,60
airy,7
ais,3
aisle,5
aisled,7
aisles,6
ait,3
aitch,10
aitches,62
aits,4
aiver,8
aivers,9
ajar,11
ajee,11
ajiva,15
ajivas,16
ajowan,16
ajowans,67
ajuga,13
ajugas,14
akee,8
akees,9
akela,9
akelas,10
akene,9
akenes,10
akimbo,14
akin,8
akvavit,67
al,2
ala,3
alack,11
alae,4
alameda,60
alamo,7
alamode,60
alamos,8
alan,4
aland,6
alands,7
alane,5
alang,6
alanin,6
alanine,57
alanins,57
alans,5
alant,5
alants,6
alanyl,9
alanyls,60
alar,4
alarm,7
alarmed,60
alarms,8
alarum,8
alarums,59
alary,8
alas,4
alaska,10
alaskas,61
alastor,57
alate,5
alated,7
alates,6
alation,57
alb,5
alba,6
albas,7
albata,8
albatas,59
albedo,9
albedos,60
albeit,8
albinal,59
albinic,61
albino,8
albinos,59
albite,8
albites,59
albitic,61
albizia,68
albs,6
album,9
albumen,61
albumin,61
albums,10
alcade,9
alcades,60
alcaic,10
alcaics,61
alcaide,60
alcalde,60
alcayde,63
alcazar,68
alchemy,67
alchymy,70
alcid,8
alcids,9
alcohol,62
alcove,11
alcoved,63
alcoves,62
alder,6
alders,7
aldol,6
aldols,7
aldose,7
aldoses,58
aldrin,7
aldrins,58
ale,3
alec,6
alecs,7
alee,4
alef,7
alefs,8
alegar,7
alegars,58
alembic,63
alencon,59
aleph,10
alephs,11
alert,5
alerted,58
alerter,57
alertly,60
alerts,6
ales,4
aleuron,57
alevin,9
alevins,60
alewife,63
alexia,13
alexias,64
alexin,13
alexine,64
alexins,64
alfa,7
alfaki,13
alfakis,64
alfalfa,63
alfaqui,69
alfas,8
alforja,67
alga,5
algae,6
algal,6
algas,6
algebra,60
algid,7
algin,6
algins,7
algoid,8
algor,6
algors,7
algum,8
algums,9
alias,5
aliases,57
alibi,7
alibied,60
alibies,59
alibis,8
alible,8
alidad,8
alidade,59
alidads,59
alien,5
aliened,58
alienee,57
aliener,57
alienly,60
alienor,57
aliens,6
alif,7
aliform,62
alifs,8
alight,10
alights,61
align,6
aligned,59
aligner,58
aligns,7
alike,9
aliment,59
alimony,62
aline,5
alined,7
aliner,6
aliners,57
alines,6
alining,58
aliped,9
alipeds,60
aliquot,66
alist,5
alit,4
aliunde,58
alive,8
aliya,8
aliyah,12
aliyahs,63
aliyas,9
aliyos,9
aliyot,9
alkali,10
alkalic,63
alkalin,61
alkalis,61
alkane,10
alkanes,61
alkanet,61
alkene,10
alkenes,61
alkies,10
alkine,10
alkines,61
alkoxy,20
alky,11
alkyd,13
alkyds,14
alkyl,12
alkylic,66
alkyls,13
alkyne,13
alkynes,64
all,3
allay,8
allayed,61
allayer,60
allays,9
allee,5
allees,6
allege,7
alleged,59
alleger,58
alleges,58
allegro,58
allele,6
alleles,57
allelic,59
allergy,61
alley,8
alleys,9
allheal,60
allicin,59
allied,7
allies,6
allium,8
alliums,59
allobar,59
allod,6
allodia,58
allods,7
allonge,58
allonym,62
allot,5
allots,6
allover,60
allow,8
allowed,61
allows,9
alloxan,64
alloy,8
alloyed,61
alloys,9
alls,4
allseed,58
allude,7
alluded,59
alludes,58
allure,6
allured,58
allurer,57
allures,57
alluvia,60
ally,7
allying,61
allyl,8
allylic,62
allyls,9
alma,6
almah,10
almahs,11
almanac,61
almas,7
alme,6
almeh,10
almehs,11
almemar,61
almes,7
almner,8
almners,59
almond,9
almonds,60
almoner,59
almonry,62
almost,8
alms,6
almsman,61
almsmen,61
almuce,10
almuces,61
almud,8
almude,9
almudes,60
almuds,9
almug,8
almugs,9
alnico,8
alodia,7
alodial,58
alodium,60
aloe,4
aloes,5
aloetic,59
aloft,8
aloha,8
alohas,9
aloin,5
aloins,6
alone,5
along,6
aloof,8
aloofly,63
aloud,6
alow,7
alp,5
alpaca,10
alpacas,61
alpha,10
alphas,11
alphorn,62
alphyl,14
alphyls,65
alpine,8
alpines,59
alps,6
already,61
alright,61
als,3
alsike,10
alsikes,61
also,4
alt,3
altar,5
altars,6
alter,5
altered,58
alterer,57
alters,6
althaea,60
althea,9
altheas,60
altho,8
althorn,60
alto,4
altoist,57
altos,5
alts,4
aludel,7
aludels,58
alula,5
alulae,6
alular,6
alum,6
alumin,8
alumina,59
alumine,59
alumins,59
alumna,8
alumnae,59
alumni,8
alumnus,59
alums,7
alunite,57
alveoli,60
alvine,9
alway,11
always,12
alyssum,62
am,4
ama,5
amadou,9
amadous,60
amah,9
amahs,10
amain,7
amalgam,62
amanita,59
amarna,8
amas,6
amass,7
amassed,60
amasser,59
amasses,59
amateur,59
amative,62
amatol,8
amatols,59
amatory,62
amaze,16
amazed,18
amazes,17
amazing,69
amazon,17
amazons,68
ambage,11
ambages,62
ambari,10
ambaris,61
ambary,13
ambeer,10
ambeers,61
amber,9
ambers,10
ambery,13
ambient,61
ambit,9
ambits,10
amble,9
ambled,11
ambler,10
amblers,61
ambles,10
ambling,62
ambo,8
amboina,61
ambones,61
ambos,9
amboyna,64
ambries,61
ambroid,62
ambry,12
ambsace,63
ambush,13
ameba,9
amebae,10
ameban,10
amebas,10
amebean,61
amebic,12
ameboid,62
ameer,7
ameers,8
amen,6
amend,8
amended,61
amender,60
amends,9
amenity,62
amens,7
ament,7
amentia,59
aments,8
amerce,10
amerced,62
amercer,61
amerces,61
amesace,61
ami,5
amia,6
amiable,61
amiably,64
amias,7
amice,9
amices,10
amici,9
amicus,10
amid,7
amidase,60
amide,8
amides,9
amidic,11
amidin,9
amidine,60
amidins,60
amido,8
amidol,9
amidols,60
amidone,60
amids,8
amidst,9
amie,6
amies,7
amiga,8
amigas,9
amigo,8
amigos,9
amin,6
amine,7
amines,8
aminic,10
aminity,62
amino,7
amins,7
amir,6
amirate,59
amirs,7
amis,6
amiss,7
amities,59
amity,10
ammeter,61
ammine,10
ammines,61
ammino,10
ammo,8
ammonal,61
ammonia,61
ammonic,63
ammono,10
ammos,9
amnesia,59
amnesic,61
amnesty,62
amnia,7
amnic,9
amnion,8
amnions,59
amniote,59
amoeba,10
amoebae,61
amoeban,61
amoebas,61
amoebic,63
amok,10
amoks,11
amole,7
amoles,8
among,8
amongst,60
amoral,8
amorini,59
amorino,59
amorist,59
amoroso,59
amorous,59
amort,7
amosite,59
amotion,59
amount,8
amounts,59
amour,7
amours,8
amp,7
ampere,10
amperes,61
amphora,64
ample,9
ampler,10
amplest,61
amplify,67
amply,12
ampoule,61
amps,8
ampul,9
ampule,10
ampules,61
ampulla,61
ampuls,10
amputee,61
amreeta,59
amrita,8
amritas,59
amtrac,10
amtrack,65
amtracs,61
amu,5
amuck,13
amucks,14
amulet,8
amulets,59
amus,6
amuse,7
amused,9
amuser,8
amusers,59
amuses,8
amusia,8
amusias,59
amusing,60
amusive,62
amyl,9
amylase,62
amylene,62
amylic,13
amyloid,63
amylose,62
amyls,10
amylum,13
amylums,64
an,2
ana,3
anabas,8
anadem,9
anadems,60
anaemia,59
anaemic,61
anagoge,59
anagogy,62
anagram,60
anal,4
analgia,58
anality,60
anally,9
analog,7
analogs,58
analogy,61
analyse,60
analyst,60
analyze,69
ananke,10
anankes,61
anapest,59
anaphor,62
anarch,11
anarchs,62
anarchy,65
anas,4
anatase,57
anatomy,62
anatto,6
anattos,57
anchor,11
anchors,62
anchovy,68
anchusa,62
ancient,59
ancilla,59
ancon,7
anconal,59
ancone,8
ancones,59
ancress,59
and,4
andante,58
andiron,58
android,59
ands,5
ane,3
anear,5
aneared,58
anears,6
anele,5
aneled,7
aneles,6
aneling,58
anemia,8
anemias,59
anemic,10
anemone,59
anenst,6
anent,5
anergia,58
anergic,60
anergy,10
aneroid,58
anes,4
anestri,57
anethol,60
aneurin,57
anew,7
anga,5
angakok,66
angaria,58
angary,10
angas,6
angel,6
angeled,59
angelic,60
angels,7
angelus,58
anger,6
angered,59
angerly,61
angers,7
angina,7
anginal,58
anginas,58
angioma,60
angle,6
angled,8
angler,7
anglers,58
angles,7
anglice,60
angling,59
angora,7
angoras,58
angrier,58
angrily,61
angry,9
angst,6
angsts,7
anguine,58
anguish,61
angular,58
anhinga,61
ani,3
anil,4
anile,5
anilin,6
aniline,57
anilins,57
anility,60
anils,5
anima,7
animal,8
animals,59
animas,8
animate,59
animato,59
anime,7
animes,8
animi,7
animis,8
animism,61
animist,59
animus,8
anion,5
anionic,59
anions,6
anis,4
anise,5
aniseed,58
anises,6
anisic,8
anisole,57
ankh,11
ankhs,12
ankle,9
ankled,11
ankles,10
anklet,10
anklets,61
ankling,62
ankus,9
ankuses,61
ankush,13
anlace,8
anlaces,59
anlage,7
anlagen,58
anlages,58
anlas,5
anlases,57
anna,4
annal,5
annals,6
annas,5
annates,57
annatto,57
anneal,6
anneals,57
annelid,58
annex,12
annexe,13
annexed,65
annexes,64
annoy,8
annoyed,61
annoyer,60
annoys,9
annual,6
annuals,57
annuity,60
annul,5
annular,57
annulet,57
annuli,6
annuls,6
annulus,57
anoa,4
anoas,5
anodal,7
anode,6
anodes,7
anodic,9
anodize,67
anodyne,61
anoint,6
anoints,57
anole,5
anoles,6
anolyte,60
anomaly,62
anomic,10
anomie,8
anomies,59
anomy,10
anon,4
anonym,11
anonyms,62
anopia,8
anopias,59
anopsia,59
anorak,10
anoraks,61
anorexy,67
anosmia,59
anosmic,61
another,60
anoxia,13
anoxias,64
anoxic,15
ansa,4
ansae,5
ansate,6
ansated,58
answer,9
answers,60
ant,3
anta,4
antacid,60
antae,5
antas,5
antbear,59
ante,4
anted,6
anteed,7
antefix,67
anteing,58
antenna,57
antes,5
anthem,11
anthems,62
anther,9
anthers,60
anthill,60
anthoid,61
anthrax,67
anti,4
antiair,57
antiar,6
antiars,57
antibug,60
antic,7
anticar,59
antick,12
anticks,63
anticly,62
antics,8
antifat,60
antiflu,60
antifur,60
antigay,61
antigen,58
antigun,58
antijam,66
antilog,58
antiman,59
anting,7
antings,58
antipot,59
antique,66
antired,58
antis,5
antisag,58
antisex,64
antitax,64
antiwar,60
antler,6
antlers,57
antlike,61
antlion,57
antonym,62
antra,5
antral,6
antre,5
antres,6
antrum,8
antrums,59
ants,4
antsier,57
antsy,8
anural,6
anuran,6
anurans,57
anuria,6
anurias,57
anuric,8
anurous,57
anus,4
anuses,6
anvil,8
anviled,61
anvils,9
anxiety,67
anxious,64
any,6
anybody,66
anyhow,15
anymore,62
anyone,9
anytime,62
anyway,15
anyways,66
anywise,63
aorist,6
aorists,57
aorta,5
aortae,6
aortal,6
aortas,6
aortic,8
aoudad,8
aoudads,59
apace,9
apache,13
apaches,64
apagoge,61
apanage,60
aparejo,66
apart,7
apathy,14
apatite,59
ape,5
apeak,11
aped,7
apeek,11
apelike,63
aper,6
apercu,10
apercus,61
aperies,59
apers,7
apery,10
apes,6
apetaly,62
apex,13
apexes,15
aphagia,63
aphasia,62
aphasic,64
aphelia,62
apheses,62
aphesis,62
aphetic,64
aphid,11
aphides,63
aphids,12
aphis,10
aphonia,62
aphonic,64
aphotic,64
aphtha,14
aphthae,65
aphylly,68
apian,7
apiary,11
apical,10
apicals,61
apices,10
apiculi,61
apiece,10
aping,8
apish,10
apishly,65
aplasia,59
aplenty,62
aplite,8
aplites,59
aplitic,61
aplomb,12
aplombs,63
apnea,7
apneal,8
apneas,8
apneic,10
apnoea,8
apnoeal,59
apnoeas,59
apnoeic,61
apocarp,63
apocope,63
apod,7
apodal,9
apodous,60
apods,8
apogamy,65
apogeal,60
apogean,60
apogee,9
apogees,60
apogeic,62
apollo,8
apollos,59
apolog,9
apologs,60
apology,63
apolune,59
apomict,63
aport,7
apostil,59
apostle,59
apothem,64
appal,9
appall,10
appalls,61
appals,10
apparat,61
apparel,61
appeal,10
appeals,61
appear,10
appears,61
appease,61
appel,9
appels,10
append,11
appends,62
applaud,62
apple,9
apples,10
applied,62
applier,61
applies,61
apply,12
appoint,61
appose,10
apposed,62
apposer,61
apposes,61
apprise,61
apprize,70
approve,64
appulse,61
apraxia,66
apraxic,68
apres,7
apricot,61
apron,7
aproned,60
aprons,8
apropos,61
aprotic,61
apse,6
apses,7
apsidal,60
apsides,60
apsis,7
apt,5
apter,7
apteral,59
apteria,59
apteryx,69
aptest,8
aptly,10
aptness,59
apyrase,62
aqua,13
aquae,14
aquaria,66
aquas,14
aquatic,68
aquavit,69
aqueous,66
aquifer,69
aquiver,69
ar,2
arabesk,63
arabic,10
arabica,61
arabize,68
arable,8
arables,59
arak,8
araks,9
aramid,9
aramids,60
araneid,58
araroba,59
arb,5
arbiter,59
arbor,7
arbored,60
arbores,59
arbors,8
arbour,8
arbours,59
arbs,6
arbute,8
arbutes,59
arbutus,59
arc,5
arcade,9
arcaded,61
arcades,60
arcadia,60
arcana,8
arcane,8
arcanum,61
arced,8
arch,9
archaic,64
arched,12
archer,11
archers,62
archery,65
arches,11
archil,11
archils,62
archine,62
arching,63
archive,65
archly,14
archon,11
archons,62
archway,68
arcing,9
arcked,13
arcking,64
arco,6
arcs,6
arcsine,59
arctic,10
arctics,61
arcuate,59
arcus,7
arcuses,59
ardeb,8
ardebs,9
ardency,63
ardent,7
ardor,6
ardors,7
ardour,7
ardours,58
arduous,58
are,3
area,4
areae,5
areal,5
areally,60
areas,5
areaway,63
areca,7
arecas,8
areic,7
arena,5
arenas,6
arenite,57
arenose,57
arenous,57
areola,6
areolae,57
areolar,57
areolas,57
areole,6
areoles,57
ares,4
arete,5
aretes,6
arf,6
arfs,7
argal,6
argala,7
argalas,58
argali,7
argalis,58
argals,7
argent,7
argents,58
argil,6
argils,7
argle,6
argled,8
argles,7
argling,59
argol,6
argols,7
argon,6
argons,7
argosy,10
argot,6
argotic,60
argots,7
argue,6
argued,8
arguer,7
arguers,58
argues,7
argufy,13
arguing,59
argus,6
arguses,58
argyle,10
argyles,61
argyll,10
argylls,61
arhat,8
arhats,9
aria,4
arias,5
arid,5
arider,7
aridest,58
aridity,61
aridly,10
ariel,5
ariels,6
arietta,57
ariette,57
aright,10
aril,4
ariled,7
arils,5
ariose,6
ariosi,6
arioso,6
ariosos,57
arise,5
arisen,6
arises,6
arising,58
arista,6
aristae,57
aristas,57
aristo,6
aristos,57
ark,7
arkose,10
arkoses,61
arkosic,63
arks,8
arles,5
arm,5
armada,9
armadas,60
armband,62
armed,8
armer,7
armers,8
armet,7
armets,8
armful,11
armfuls,62
armhole,62
armies,8
armiger,60
armilla,59
arming,9
armings,60
armless,59
armlet,8
armlets,59
armlike,63
armload,60
armlock,65
armoire,59
armor,7
armored,60
armorer,59
armors,8
armory,11
armour,8
armours,59
armoury,62
armpit,10
armpits,61
armrest,59
arms,6
armsful,62
armure,8
armures,59
army,9
arnatto,57
arnica,8
arnicas,59
arnotto,57
aroid,6
aroids,7
aroint,6
aroints,57
aroma,7
aromas,8
arose,5
around,7
arousal,57
arouse,6
aroused,58
arouser,57
arouses,57
aroynt,9
aroynts,60
arpen,7
arpens,8
arpent,8
arpents,59
arrack,12
arracks,63
arraign,58
arrange,58
arrant,6
arras,5
arrased,58
array,8
arrayal,60
arrayed,61
arrayer,60
arrays,9
arrear,6
arrears,57
arrest,6
arrests,57
arris,5
arrises,57
arrival,60
arrive,9
arrived,61
arriver,60
arrives,60
arroba,8
arrobas,59
arrow,8
arrowed,61
arrows,9
arrowy,12
arroyo,9
arroyos,60
ars,3
arse,4
arsenal,57
arsenic,59
arseno,6
arses,5
arshin,9
arshins,60
arsine,6
arsines,57
arsino,6
arsis,5
arson,5
arsons,6
art,3
artal,5
artel,5
artels,6
artery,9
artful,9
article,59
artier,6
artiest,57
artily,9
artisan,57
artist,6
artiste,57
artists,57
artless,57
arts,4
artsier,57
artsy,8
artwork,64
arty,7
arugola,58
arugula,58
arum,6
arums,7
aruspex,66
arval,8
arvo,7
arvos,8
aryl,7
aryls,8
as,2
asana,5
asanas,6
asarum,8
asarums,59
ascarid,60
ascaris,59
ascend,9
ascends,60
ascent,8
ascents,59
asceses,59
ascesis,59
ascetic,61
asci,6
ascidia,60
ascites,59
ascitic,61
ascot,7
ascots,8
ascribe,61
ascus,7
asdic,8
asdics,9
asea,4
asepses,59
asepsis,59
aseptic,61
asexual,64
ash,6
ashamed,63
ashcan,11
ashcans,62
ashed,9
ashen,8
ashes,8
ashfall,63
ashier,9
ashiest,60
ashing,10
ashlar,9
ashlars,60
ashler,9
ashlers,60
ashless,60
ashman,11
ashmen,11
ashore,9
ashram,11
ashrams,62
ashtray,63
ashy,10
aside,6
asides,7
asinine,57
ask,7
askance,63
askant,10
asked,10
asker,9
askers,10
askeses,61
askesis,61
askew,12
asking,11
askings,62
askoi,9
askos,9
asks,8
aslant,6
asleep,8
aslope,8
asocial,59
asp,5
aspect,10
aspects,61
aspen,7
aspens,8
asper,7
aspers,8
asperse,59
asphalt,62
asphyxy,75
aspic,9
aspics,10
aspire,8
aspired,60
aspirer,59
aspires,59
aspirin,59
aspis,7
aspises,59
aspish,11
asps,6
asquint,66
asrama,8
asramas,59
ass,3
assagai,58
assai,5
assail,6
assails,57
assais,6
assault,57
assay,8
assayed,61
assayer,60
assays,9
assegai,58
assent,6
assents,57
assert,6
asserts,57
asses,5
assess,6
asset,5
assets,6
asshole,60
assign,7
assigns,58
assist,6
assists,57
assize,15
assizes,66
asslike,61
assoil,6
assoils,57
assort,6
assorts,57
assuage,58
assume,8
assumed,60
assumer,59
assumes,59
assure,6
assured,58
assurer,57
assures,57
assuror,57
asswage,61
astasia,57
astatic,59
aster,5
asteria,57
astern,6
asters,6
astheny,63
asthma,11
asthmas,62
astilbe,59
astir,5
astony,9
astound,58
astral,6
astrals,57
astray,9
astrict,59
